name,heat,carbohydrate,fat,protein
无油松饼,217,38.96,2.93,9.66
乳酪布丁面包,276,33.80,11.64,9.25
小缤纷蔬菜色拉,87,8.48,5.87,1.28
巧克力芝士挞,420,32.66,31.05,3.76
蓝莓曲奇,442,41.25,27.43,8.76
巧克力泡芙,317,20.04,22.73,8.42
红糖桂圆戚风,277,35.55,11.13,7.09
番茄奶酪烤米饭,116,19.68,2.89,3.00
红龙果慕斯蛋糕,273,22.83,18.81,3.64
自制全麦饼干,408,53.81,16.28,8.26
火腿芝士西多士,185,13.37,9.86,10.54
芝士火焗酥盏,417,33.39,28.75,7.01
乳酪布朗尼,423,34.31,29.1,5.82
美味低脂南瓜羹,19,3.11,0.55,0.71
火腿卷三文鱼,228,1.51,14.79,22.19
牛奶酱心戚风,227,12.89,17.06,5.47
自制奇异果冰淇淋,153,14.33,10.11,2.36
黑椒牛排,170,0.98,11.76,14.30
苏格兰黄油酥饼,520,48.12,34.44,4.05
杏仁蛋糕,503,36.56,36.14,8.01
自制咖啡豆渣饼干,425,42.16,27.46,2.34
焦糖饼干,390,58.05,15.09,5.57
苏格兰烤蛋,273,20.81,16.94,10.19
全麦红枣面包,242,46.62,2.36,6.86
焦糖香蕉芝士蛋糕,229,21.92,13.23,5.81
柠檬乳清干酪烤薄饼,201,12.48,13.05,9.31
巧克力蛋糕派,465,41.24,31.44,3.06
可可香蕉蛋糕卷,345,26.11,25.21,3.91
核桃小酥饼,502,40.43,34.97,9.16
花生酥饼 自制1,446,57.24,23.58,1.90
土豆鸡蛋沙拉,98,11.40,3.74,4.39
全蛋蜂蜜蛋糕,279,35.66,11.04,9.35
南瓜无比派,319,33.20,19.53,4.35
黄油香葱饼干,464,43.97,29.13,6.53
奶香鲜杏派,211,24.05,11.64,2.80
牛奶方块小饼干,362,57.06,13.82,2.43
胡萝卜蛋糕,345,33.06,21.55,5.76
奶浴香酥小面包,303,49.24,8.12,8.04
芝士咸塔,335,40.92,15.39,8.63
免烤芝士蛋糕,322,28.48,19.95,8.09
戚风蛋糕,277,24.52,16.1,8.84
西式炒蛋,141,3.62,9.63,10.12
椰丝小方,220,13.67,16.95,3.11
核桃酥粒马芬,366,38.20,21.02,5.77
西班牙奄列,123,10.08,6.78,5.77
椰香葡萄奶酪球,330,25.54,21.63,6.62
香蕉泥面包,220,40.74,4.38,5.78
大枣司康,383,57.83,14.93,5.37
低脂豆腐蛋糕,218,29.73,8.43,7.73
酸奶芒果芝士,161,9.94,11.14,4.99
芝士土豆泥,86,17.36,0.9,2.81
黑谷物坚果面包,284,37.41,10.6,8.62
焦糖香蕉派,271,30.38,15.05,2.86
蒜香牛排,151,3.29,6.3,20.22
蔓越莓蛋筒,418,45.30,23.94,5.01
低卡蛋糕,143,33.09,0.3,8.66
芝香小餐包,277,44.77,7.16,8.47
Toads in the Hole,238,17.24,14.67,8.94
白兰地香蕉马芬,273,31.68,13.15,4.95
菠萝酥皮吐司,284,42.51,9.47,7.25
枸杞面包,257,42.84,5.82,8.79
南瓜哈斯,245,41.48,5.6,6.82
德式小餐包,226,41.03,3.79,7.12
圣诞树桩蛋糕,317,26.99,20.51,5.66
自制低卡蛋糕,145,16.47,5.29,8.23
自制水果披萨,165,28.08,3.41,4.99
麦穗花鲜鱿,109,3.12,4.71,13.80
Umi 鸡蛋煎饭,162,16.06,8.51,5.44
白炸鱿鱼虾,90,1.02,2.68,16.06
豉汁蒸排骨,239,6.40,17.47,14.16
黄浦炒蛋,191,2.84,14.26,12.65
西洋菜蜜枣煲生鱼,81,4.28,3.66,8.65
金针熏鱼,110,5.30,4.95,10.50
鸳鸯肠粉,154,10.99,10.37,4.06
江南百花鸡,120,1.57,6.9,12.83
红枣节瓜煲牛骨,28,4.17,1.51,0.57
酱油咸蛋蒸肉饼,345,4.49,30.85,12.45
平菇烧牛肉,36,2.18,2.16,2.00
虾子扒海参,77,1.08,4.55,7.49
蚝油凤爪,305,9.90,21.67,17.08
香滑鲈鱼球,124,0.52,6.06,16.66
咸蛋黄焗蘑菇,265,7.40,22.1,9.91
太爷鸡,212,8.03,11.99,18.96
糖醋咕噜肉,253,7.03,21.18,7.80
蚝油鲍鱼,181,6.80,5.24,26.61
蒜子瑶柱脯,260,10.84,8.74,33.83
香酥炸鸡翼,238,6.70,16.76,15.26
白斩狗,153,2.76,8.95,15.72
家乡炒鸭肠,130,4.83,9.63,6.27
香煎芙蓉蛋,160,4.73,10.91,10.26
口福鸡,251,3.98,18.91,15.91
话梅芸豆,307,63.82,1.27,17.48
广州猪肉脯,163,12.35,4.83,16.45
红烧大群翅,64,1.22,1.02,12.38
脆皮鸡,170,4.77,10.55,14.34
豉油菜生鱼,114,1.36,4.69,16.56
山药木耳煲鸡,41,2.98,0.64,6.18
广州炸肉丸子,370,6.95,32.65,12.28
豉汁龙虾,123,1.67,4.82,18.17
椒蒜牛肉焖笋,52,3.98,1.81,5.75
黑米小麦红豆粥,56,11.71,0.24,2.31
木耳香菇韭菜笋,45,4.27,1.82,2.94
茶树菇炒猪面肉,311,23.57,20.06,15.26
糖醋猪脚姜,260,2.12,18.87,20.53
煎芙蓉蛋,143,4.12,9.8,9.83
豉油皇鸡,177,4.09,10.3,17.05
白切鸡,188,1.68,12.55,17.12
莲藕煲猪腿肉,146,13.49,5.8,11.15
蛋茸牛肉羹,53,1.52,2.81,5.31
黑白雙伴,56,5.18,1.81,6.16
家常清蒸鲈鱼,115,1.34,4.92,16.40
韭菜虾饺,241,37.10,6.98,7.95
卤牛腰,97,2.58,2.79,15.51
蒜蓉娃娃菜,36,5.02,1.51,1.18
爆炒花蛤,98,3.29,6.39,6.91
菜远炒田鸡,95,3.58,4.23,11.06
紫菜肉卷,113,6.06,3.71,13.24
红豆双皮奶,90,11.16,2.69,5.48
白云猪手,240,3.47,16.36,19.63
广州文昌鸡,151,2.03,9.06,15.07
芝麻茄汁烩鸡脯,186,6.33,10.79,16.33
姜葱牛百叶,107,0.86,5.8,12.99
家乡蒸水鱼,76,2.71,3.47,8.65
蚝油滑鸡条,164,6.33,8.26,15.69
油浸鱼,161,3.90,9.54,14.86
脆皮酿大肠,263,25.41,14.59,8.19
韭黄鸡丝,95,3.44,5.65,7.14
香芋扣肉,293,6.46,27.53,4.62
清蒸生蚝,57,0.00,1.5,10.90
煎酿鸭掌,81,3.03,3.17,9.89
咖喱牛筋煲,82,11.60,0.44,9.06
黄瓜鱼丸汤,21,2.72,0.26,2.02
蛋煎生蚝,176,5.33,13.19,8.72
香滑鸡球,173,5.49,9.62,15.58
芫荽豆腐鱼汤,50,0.60,2.89,5.42
炒田螺,110,5.82,4.64,11.00
鲮鱼滑白瓜汤,21,1.13,1.07,1.85
鱼茸蒸豆腐,75,3.29,3.68,7.37
番茄冬瓜煮鸡肉,15,1.86,0.36,1.33
时菜烩猪红,100,3.22,5.21,10.09
山药枸杞烧牛肉,138,7.83,4.51,16.24
清蒸滑鸡,189,4.97,12.5,14.57
青菜虾仁粥,53,10.91,0.2,1.95
木耳西芹浸花枝丸,65,5.24,2.82,4.99
排骨菌菇煲,147,18.98,5.53,7.41
蚝油鸭脚,164,8.20,4.02,23.52
广东咸肫肝,117,3.33,3.73,17.55
银耳木瓜红枣糖水煲,37,7.55,0.16,1.22
窝蛋牛肉粥,69,6.04,2.92,4.67
油泡鱼青丸,68,0.63,2.89,9.83
冬瓜炒猪肉,72,3.08,5.82,2.25
姜葱熏鲤鱼,140,3.46,7.63,14.41
芹菜青蒜炒五花肉,141,5.07,11.04,6.12
绿豆煲田鸡,167,20.91,1.06,20.64
木瓜银耳杏仁露,37,7.19,0.54,0.92
豉汁牛肉,169,6.46,8.69,17.32
豉椒鳝片,102,4.37,4.57,11.51
桂侯蒸鲩鱼,211,2.87,15.7,14.47
百合芡实煲,115,18.42,2.47,4.17
胡萝卜煲排骨,99,2.06,7.68,5.72
葱油乳鸽,232,2.62,18.19,14.01
煎酿茄子,117,5.92,6.05,9.32
自制花雕鸡,234,7.79,14.02,17.19
黑米燕麦粥,70,14.65,0.72,2.21
水煮土豆,67,14.53,0.02,3.41
豉汁青口螺,116,6.80,3.09,15.38
老婆饼,273,32.73,13.34,4.95
Clafoutis,125,16.41,4.67,4.36
贻贝意大利面,117,18.90,2.04,5.28
法式草莓派,431,28.16,32.77,6.24
法式苹果塔,228,27.55,12.06,3.05
自制阿拉棒,284,62.20,2.34,3.54
巴斯克蛋糕,370,38.21,21.12,6.58
自制清拌沙拉,112,5.15,6.11,9.17
核桃西兰花,198,5.89,19.0,3.25
费南雪,446,37.22,30.41,5.81
焦糖黄桃烤布蕾,200,18.04,12.58,3.33
舒芙蕾,249,27.77,12.72,5.76
Quiches Lorraine,184,16.15,11.23,5.49
法式牛舌饼,481,47.40,30.29,4.42
红酒番茄烧牛肉,75,3.31,1.95,5.01
卡娜蕾,200,29.89,6.97,4.62
Cheddar biscuits,352,34.24,20.09,10.69
面包机版法式面包,221,40.90,4.28,5.87
法式培根面包,228,36.37,5.1,9.11
蔓越莓玛德琳,425,45.10,24.15,5.84
萨克森布丁,228,23.33,12.39,5.86
法荷蛋糕,259,31.07,11.99,5.78
玛德琳,547,54.23,34.65,4.34
草莓夏洛特,248,33.85,10.41,4.67
布蕾蛋糕,395,35.27,26.37,5.04
欧培拉,337,28.65,22.18,5.55
普罗旺斯炖菜,69,8.53,2.97,1.75
马卡龙,361,61.78,10.04,7.52
法国圆面包,258,51.77,1.28,9.63
普罗旺斯烩菜,45,5.38,2.34,1.32
法式脆饼,227,45.27,0.01,8.47
法式培根菠菜派,264,16.27,19.1,7.65
培根鲜蘑咸塔,306,19.99,21.61,7.74
巧克力马卡龙,397,57.84,15.83,6.08
煎多士(无油),243,27.11,9.75,10.86
自制法式土司,228,24.85,11.14,6.40
法式鱼汤,49,5.20,1.45,4.03
克拉芙提,142,19.80,4.84,3.58
全麦哈斯,332,54.49,7.43,6.81
法式脆顶巧克力蛋糕,390,35.77,24.25,7.82
西梅法何,176,30.13,4.39,4.27
法式叶形烤饼,355,70.45,0.19,13.67
法式咸蛋糕,277,17.53,18.85,6.90
法式蓝莓奶酪月饼,428,46.77,24.67,5.63
mille crepe,235,18.67,15.4,5.48
马卡龙(可可味),350,50.53,13.5,11.57
咖啡奶糊,19,3.28,0.4,0.58
经典法式洛林派,219,17.76,13.09,7.53
自制咕咕霍夫,338,43.60,15.21,7.29
巴黎车轮泡芙蛋糕,232,21.26,14.35,4.31
猫王磅蛋糕,389,46.84,20.9,3.48
青芥费南雪,449,40.31,29.08,6.58
法式沙拉,70,4.58,2.72,3.26
爆浆蛋糕,461,35.55,32.76,6.42
布列塔尼酥饼,518,50.19,32.63,5.57
芙纽多,253,20.29,16.92,3.86
新元素经典考伯色拉,91,4.60,6.63,4.53
即烤柠檬塔,319,29.79,19.63,5.84
舒芙蕾奶酪蛋糕,268,15.97,20.02,6.25
可丽饼(饼皮),136,16.93,5.54,4.69
法式烧烤起司塔,361,20.44,26.72,9.32
杏仁奶油莓果塔,396,33.89,26.56,5.35
皇冠杏仁派,453,31.96,33.46,6.04
萨瓦蛋糕,244,45.29,3.9,6.98
法式焖酥土豆,142,13.96,8.45,3.15
长兴爆鳝丝,133,2.71,8.46,11.26
糖醋酥鱼,220,9.37,13.78,14.30
凉拌素火腿,400,18.86,17.46,41.40
桂花大肠,191,5.63,14.56,8.67
菜泡饭,73,11.90,2.28,1.46
芙蓉鱼片,66,2.17,2.95,7.54
番茄牛腩汤,23,1.53,0.38,3.22
蛎黄跑蛋,169,3.79,12.35,9.93
鲜蘑鸭舌掌,146,4.82,5.7,18.38
软熘鲈鱼,115,3.56,5.47,12.98
南肉春笋,177,3.08,15.44,7.83
葱油黄鱼,137,2.16,7.49,14.82
东坡火腿,246,1.82,20.44,13.76
冬菇烤麸,207,9.47,11.58,15.27
红烧划水,127,1.64,7.06,14.25
酥炸鸭子,199,4.02,15.31,11.09
四生火锅,34,2.40,1.57,2.34
扣蒸干贝,133,5.02,1.18,25.56
三鲜海参 江浙风味,91,2.63,4.61,9.39
三杯鳝段,177,2.74,11.56,14.49
一品脆皮蟹,141,8.63,6.32,11.94
虾皮夜开花,46,3.54,2.92,2.13
凉拌蜇皮,68,5.44,4.07,2.59
五味煎蟹,135,9.31,5.32,12.47
豆豉烧中段,198,4.50,12.84,16.04
薄片火腿,315,0.16,27.73,16.25
花椒鹅块,311,10.66,23.15,14.97
墨鱼烤腿肉,159,6.81,8.84,12.60
彩色虾仁,99,1.85,6.16,8.06
五夫醉鸡,154,1.30,8.29,17.18
蒸火腿,215,1.83,18.3,11.04
双味青蟹,188,2.45,14.9,10.65
青豆虾仁,133,5.79,5.69,16.50
红烧狮子头,261,5.18,23.76,6.94
拌海蜇皮,70,5.52,3.76,3.75
炒醋鱼块,158,8.02,8.23,12.66
炝腰花,116,3.91,6.12,10.30
素烧鹅,336,15.21,16.23,33.11
淡菜嵌肉,147,6.21,8.69,9.29
柴把笋,51,3.99,2.19,3.09
腌笃鲜汤,74,3.65,5.45,2.79
酒酿火腿片,205,12.99,9.09,6.21
火蒙鞭笋,85,4.99,6.6,3.19
雪菜鱼片,108,1.57,4.88,14.25
醋熘鹅块,179,2.94,13.71,10.63
三丝敲鱼,82,2.35,3.92,9.64
桂花酒酿圆子,146,29.09,1.34,4.47
鸡腿芋艿,196,3.49,14.72,12.55
花椒盐水野鸭,228,0.30,18.61,14.67
干贝白菜心,52,1.93,1.91,6.71
玛瑙鸡片,181,8.66,8.86,16.53
油爆大虾,192,6.57,13.01,11.67
葱爆兔肉片,105,4.48,4.3,11.28
莲香脱骨鸡,131,3.93,8.45,9.65
荠菜竹笋,85,4.01,7.28,2.46
梅子肉,249,6.87,20.25,9.24
红糖煎年糕,206,44.60,2.18,2.80
清蒸带鱼,121,3.38,4.63,16.68
双色芙蓉蛋,134,7.53,7.82,7.97
红烧海鳗,162,1.20,10.11,16.57
藏心鱼圆,96,0.91,4.6,12.57
平湖糟蛋,169,3.24,12.02,11.79
生爆鳝片,143,9.16,5.08,14.78
自制春卷,140,19.60,4.09,5.96
浓香鸡块,239,7.08,15.25,17.50
咖喱炒干丝,187,10.70,10.37,13.18
蘑菇炖豆腐,68,5.25,3.74,4.11
冷拌蛰皮,85,6.20,5.13,3.69
炒豆腐松,109,3.94,6.68,8.76
砂锅菜饭,147,13.90,8.35,4.59
爆墨鱼卷,158,4.40,9.52,13.18
洋葱炒鳝丝,140,4.53,9.06,10.24
拔丝蜜桔,180,24.24,7.67,3.20
精制黄鱼羹,40,1.31,2.61,2.57
钱江肉丝,259,9.76,20.65,8.88
生煎肉饼,280,6.96,22.09,12.89
蒸火腿块,271,11.23,18.58,11.42
油爆虾,129,1.89,7.04,14.55
烤兔卷,127,3.53,5.38,13.60
南乳肉,149,3.21,8.29,14.70
冬瓜酢,22,4.48,0.52,0.51
生煎虾饼,177,4.82,14.28,6.85
白字焖肉,208,3.13,18.6,3.54
宁波炒年糕,98,16.38,2.02,4.24
醉鸡,200,1.10,7.0,14.57
浙式糖醋里脊,152,10.29,6.62,12.26
粟子羊肉,86,6.44,4.28,5.05
爆墨鱼花,139,5.00,7.12,13.22
油爆鲜淡菜,124,6.62,5.84,10.71
糖醋羊肉丸子,225,11.67,15.12,10.18
烂糊鳝丝,126,5.61,5.55,13.29
金丝蜜枣羹,78,18.63,0.07,0.36
火踵鱼翅,231,3.31,11.35,27.51
蛋奶虾球,93,4.43,4.45,8.53
八宝全鱼,236,5.13,19.03,9.76
银芽鸡丝(黄豆芽),168,3.88,13.54,8.06
麻茸鹌鹑蛋,235,21.10,13.36,8.02
清汤螃蟹蛋,77,1.29,6.08,4.10
麻茸鸡球,190,25.09,5.7,10.09
蒜苗腊肉,391,3.52,38.19,8.67
滑熘玉米笋,57,3.31,3.77,1.72
锅贴牛肉,371,4.21,35.32,9.09
萝卜丝鲫鱼汤,32,1.35,1.06,4.21
盐蛋黄烧黄瓜,90,4.00,7.01,3.13
红煨土鲍鱼,175,2.95,13.43,10.55
鸡汁蟹黄虾,119,5.16,6.98,8.81
枣泥荷花卷,275,44.70,7.45,6.76
蒜子煨羊肉,146,2.40,7.57,16.64
鳅鱼附豆腐汤,23,0.76,0.73,3.38
酸辣鱿鱼片,300,8.28,25.6,9.84
蒸糟鱼,138,4.00,5.38,10.78
腐乳卤蛋汤,64,1.34,4.65,4.33
麻辣肉丁,317,6.79,28.18,8.80
豆角回锅肉,317,3.23,30.84,6.18
银鱼火锅,100,6.78,6.82,2.72
糖醋熘桂鱼,175,8.09,10.01,13.42
焦炸香椿芽,148,18.80,5.64,4.98
笋干鸡汤,59,0.45,4.53,4.34
椒油鲜紫菜,282,18.11,14.71,19.14
五彩牛柳,106,5.50,3.88,9.89
油炝蚕豆,130,19.13,3.62,8.50
拔丝枣泥羊尾,518,22.25,45.67,5.53
麻油豆干丁,205,11.51,12.43,12.92
麻辣冬笋尖,70,5.52,3.5,3.65
黑椒鸡脯,208,2.50,13.59,16.84
茄汁菠萝鱼,132,7.74,6.01,12.35
湖南糖醋排骨,272,10.62,18.18,16.40
长沙风羊腿,111,3.58,2.86,16.64
剁椒芋头,75,15.38,1.41,1.99
奶汤鱼翅,87,0.66,5.65,8.30
酥炸虾卷,132,11.44,4.91,10.69
鸡条豆包卷,198,7.47,10.17,17.91
熘素柴把鸭,106,4.12,8.47,2.89
一鸭四吃---鸭皮薄饼,372,32.42,23.95,7.18
走油猪蹄,272,0.71,21.02,19.25
煎焖牛肉饼,187,5.88,12.36,13.18
清蒸烧鸭块,234,3.37,20.53,8.99
焦香辣椒,271,10.69,19.81,12.52
沙茶螃蟹,151,10.01,6.83,11.07
香卤鸭掌,151,6.38,3.98,22.45
椒盐芋头丸,157,16.87,8.16,4.78
拔丝麻仁海参,176,22.57,6.4,6.81
软酥鸡翅肫,249,6.78,19.1,12.21
酱汁牛腱,116,3.05,2.97,18.46
焦炸鸡腿,224,11.78,15.2,10.88
盐水肥鸭,398,4.33,38.52,8.68
冰糖玉米羹,64,15.25,0.22,0.98
湖南风味面拖黄鱼,97,8.52,3.23,8.39
煎鸡腿,219,2.47,16.53,13.70
翡翠珍珠虾,53,1.99,3.68,2.62
软酥猪腰,96,1.85,7.03,5.98
毛氏红烧肉,391,5.34,36.15,11.93
花菇煨鸡,204,6.98,13.23,13.47
五香火肠,262,5.06,22.49,9.08
麻辣田鸡腿,112,2.04,3.77,17.27
咖喱子鸡丁,198,3.78,13.61,15.12
水晶猕猴桃,106,26.74,0.52,0.73
拌嫩香椿芽,119,9.80,8.87,1.67
豆鼓蒸鲳鱼,195,1.52,14.14,15.63
油炝茭瓜,64,4.94,4.89,0.83
西芹芦笋贝,33,2.96,1.5,0.93
油辣佛手笋,136,6.38,11.06,3.66
冰糖蒸梨,160,41.73,0.24,1.01
蜜汁桃脯,107,26.91,0.08,0.75
油辣包菜卷,82,5.57,5.65,1.50
豌豆炒虾仁,173,25.99,2.39,13.72
冬笋牛肉丝,231,6.60,18.3,11.67
糖醋黄瓜卷,46,6.06,1.9,0.84
熘鸭肠胰,203,6.05,15.14,12.07
锅巴里脊片,254,16.09,16.53,10.71
银宫杏仁豆腐,389,61.35,13.84,7.47
芥兰腊肉,239,5.37,21.47,5.61
三鲜蛋卷,260,9.17,19.99,11.48
白水桂鱼,105,1.21,5.81,12.25
糖酥桃仁,609,29.88,52.59,11.39
砂锅鳙鱼头,105,0.72,5.73,12.38
软酥整鹌鹑,217,5.35,15.23,14.40
红煨白鳝,169,3.55,9.87,16.22
糖醋熘里脊,302,12.26,22.67,12.22
红煨八宝蜂窝肚,159,2.12,13.59,6.94
香腊鸡肫,123,6.85,2.78,18.07
蜜汁整苹果,171,43.57,0.25,0.99
红油莲藕片,66,10.43,2.75,1.16
鸡汁煨整鲍鱼,221,3.74,16.84,13.31
麻辣子鸡,183,3.44,11.73,15.74
酸辣牛肚花,178,6.11,13.72,9.11
苦瓜酿肉,152,8.15,11.03,5.56
陈皮香鸡,202,4.74,13.39,16.46
椒麻四季豆,124,5.46,9.91,3.33
菊花鱿鱼,128,4.97,4.69,16.04
辣油牛肚,99,0.27,5.05,13.15
红煨鱼翅,186,2.05,12.25,16.72
清炖牛肉,162,2.04,9.2,17.06
湖南腊肉,382,3.54,35.11,12.54
拔丝湘白莲,406,41.26,25.23,3.53
枸杞青豆鸡米,256,14.29,16.43,14.48
绣球鱼,89,2.52,3.2,12.74
子姜鸭脯,245,4.80,21.04,9.44
四生片火锅,64,1.98,3.72,5.25
青松虾仁面包,122,4.32,8.87,6.61
麻仁香酥鸭,272,3.33,22.79,13.60
黄焖田鸡腿,104,0.88,4.21,15.76
茄汁菊花鱼,158,5.67,8.29,15.38
红煨甲鱼裙爪,118,2.65,8.03,8.88
香煎鲳鱼,172,4.23,10.65,11.08
大边炉,93,3.32,6.16,6.36
酸辣笔筒鱿鱼,240,10.39,6.63,34.37
豆瓣小黄瓜,43,7.28,0.86,1.10
冬菇蒸鸡翅,89,2.29,5.24,7.87
白汁虾脯,88,1.31,7.24,4.31
炸铜锤鸡翅膀,222,6.75,16.09,12.69
湖南特制无骨腊肉,176,0.74,11.83,16.54
菊花生片大火锅,111,6.47,7.12,4.91
糖霜桃仁,434,30.32,31.24,8.86
焦炸螃蟹,205,9.84,13.44,11.20
豆瓣大头菜,73,6.00,4.28,1.80
油炸豆腐(臭豆腐),178,2.74,16.22,5.40
菌油煎鱼饼,203,5.15,16.45,8.91
拔丝荸荠糕,281,53.86,6.62,1.95
家常豆腐,86,4.25,5.78,5.27
烤里脊肉,158,1.85,8.76,17.98
蟹黄锅巴,196,10.54,12.23,11.34
焦熘豆腐丸子,176,27.27,4.69,6.56
茄汁里脊卷,149,6.46,8.44,11.43
红荔鲍鱼,191,5.96,11.23,16.22
烤香酥鸡,148,3.29,8.57,14.68
茄汁酥鱼,163,10.10,8.93,10.78
焦炸鳝丝,115,3.17,4.98,14.26
麻辣毛肚片,87,2.38,4.61,8.95
薏仁豆浆,23,2.63,0.78,1.78
薏米绿茶,90,17.74,0.45,5.09
桂花小饼,350,61.17,10.51,2.59
亚式菠菜鱼汤,40,4.43,1.23,3.24
牛奶小方,132,16.27,6.15,3.02
自制台湾芋圆,136,31.44,0.16,3.37
红枣牛奶麦片粥,110,16.48,3.91,4.04
紫薯糯米糍,275,46.37,8.33,4.01
虾仁青豆节瓜蛋炒饭,99,12.28,3.63,5.09
迷你南瓜饭,137,14.87,6.64,5.01
无油核桃提子面包,276,45.01,7.22,8.99
牛肉火腿三明治,147,19.04,3.32,5.20
香菇高丽菜汤,10,2.85,0.11,0.65
无油南瓜面包,196,37.32,1.88,7.90
咖喱魔芋面,108,3.11,9.91,2.09
豆浆牛奶,51,3.35,2.92,3.39
果仁法式乡村面包,279,45.42,6.31,7.86
杏仁提子麦片粥,171,23.61,6.33,6.77
胡萝卜西红柿苹果酸奶混合汁,35,6.80,0.29,1.32
无油甜面包(面包机版),225,42.35,2.06,9.37
蔬菜鲜高汤,7,0.79,0.18,0.54
凉拌莴笋,18,3.43,0.12,1.12
低脂牛奶冰淇淋,143,17.15,6.38,4.35
虾酱冬瓜,55,3.47,4.43,1.58
西湖牛肉粥,49,8.86,0.83,1.96
乡村吐司,242,46.19,2.74,7.23
蓝莓豆腐生奶酪,175,15.32,9.96,6.19
茄汁土豆狮子头,63,8.20,2.48,2.42
草莓麦芬,213,23.35,10.61,5.15
排毒降压汁,36,7.14,0.26,1.23
豆腐低脂软曲奇,317,43.76,12.61,8.09
低糖红豆沙,183,33.97,2.67,9.21
西兰花苹果汁,44,8.50,0.48,2.63
冰糖银耳,36,7.99,0.1,0.77
红豆薏米粉蒸糕,306,54.54,3.12,13.48
菠菜苹果汁,40,8.58,0.36,2.06
家庭自制老面包,279,47.46,7.4,5.52
牛奶燕麦香蕉粥,110,24.22,0.18,3.84
自制葱油小桃酥,416,58.75,20.77,0.76
红枣南瓜汤,27,6.81,0.06,0.45
木瓜鲜奶露,47,6.02,1.94,1.72
木耳炒墨鱼,128,8.05,7.61,9.62
芝麻苹果,160,16.04,9.22,4.60
芋头酥,270,47.08,7.76,3.67
黑米黑豆黑芝麻糊,83,8.65,4.3,4.30
咖喱蔬菜乌冬面,61,9.71,1.74,2.05
吞拿鱼沙拉,99,2.71,7.79,4.15
水果茶,23,5.39,0.14,0.58
提拉米苏冰淇淋,220,10.73,18.23,3.46
蓝莓西米冻,190,43.47,0.19,2.33
咖啡冰皮月饼,311,56.66,7.74,3.44
焦糖戚风,251,21.87,15.23,6.47
煮魔芋面,34,2.02,2.31,1.62
南瓜绿豆麦片粥,62,12.82,0.27,2.59
炒蔬菜丝,39,3.83,2.55,1.64
养颜五色粥,83,15.80,1.1,3.76
生姜米醋炖木瓜,58,3.82,0.08,1.01
台湾芋泥蛋糕卷,215,21.57,11.76,5.49
番茄甜橙汁,31,7.46,0.18,0.81
菠萝弹头雪糕,295,22.19,21.68,2.89
花生豆浆,34,2.75,1.57,2.83
花生豆渣苏打饼,336,42.96,14.73,9.02
菠菜梨汁,40,7.38,0.29,1.95
抹茶酱,218,26.45,11.42,2.18
黑纹奶酪饼干,423,57.36,19.84,6.64
香草杏仁,536,32.41,40.01,17.55
酸奶冻芝士蛋糕,281,17.78,21.01,5.66
肉桂苹果派(无黄油),246,42.41,8.45,0.14
冬瓜粥,71,16.04,0.2,1.52
芝麻脆片,299,37.21,13.66,8.58
奶香南瓜蓉,140,17.62,7.52,1.43
煮红薯,55,13.91,0.18,0.64
番茄浓汤,37,2.44,2.15,2.50
黑芝麻牛奶燕麦粥,141,14.47,7.23,5.17
芹菜芦荟鲜汁,47,10.96,0.34,0.61
巧克力曲奇,464,47.77,29.2,2.49
自制北海道吐司,276,45.31,6.36,7.31
低卡天使蛋糕,144,27.05,0.08,8.73
紫菜芝麻,431,32.56,30.57,21.09
香蕉戚风,213,26.09,9.57,5.96
奶香玉米布丁,115,10.40,5.71,5.41
低卡燕麦饼干,251,39.71,5.74,9.65
巧克力塔,261,50.41,3.72,5.58
blueberry boy bait,430,31.70,31.92,4.34
自制 全麦苏打饼干,287,46.32,8.7,7.30
山楂红糖水,33,7.95,0.12,0.12
东坡酥,304,44.58,11.29,6.53
奶酪蛋糕,349,20.76,21.87,17.63
呷哺呷哺 蔬菜拼盘,67,14.63,0.54,1.99
紫薯拿铁,59,5.90,2.64,2.89
辣白菜锅,70,3.77,3.81,3.66
黄金发糕,230,47.00,1.35,8.51
咖啡酸奶,150,19.20,3.8,4.53
自制固元膏,265,38.97,7.48,5.69
瓦片烤乳饼,377,1.39,32.93,19.04
香草戚风蛋糕,300,25.54,18.8,6.71
牛油面包,291,48.20,7.46,9.03
木瓜撞奶,54,5.46,2.5,2.00
橙奶双层果冻,93,14.48,1.46,4.75
胡萝卜麦片罐子,115,20.02,2.46,3.93
挂霜藕片,187,33.25,4.63,3.76
豆芽炒蒜苗,84,3.56,7.27,1.75
叉烧烤鸭,392,7.35,36.65,8.38
凉拌鸭肠,103,2.50,6.78,8.73
京味打卤面(卤),46,4.18,2.27,2.90
豆腐海带汤,44,2.48,2.53,3.26
粉丝烩白菜,62,7.30,3.51,1.23
烧四季豆,153,6.69,12.72,4.17
锅塌蛎黄,131,8.45,7.94,6.34
爆腌心里美,38,9.89,0.0,0.77
炒鸭肠,118,3.30,8.67,6.60
锅巴酸辣鱿鱼,120,9.51,7.15,5.04
煎蒸带鱼,149,3.10,7.82,16.72
姜汁黄瓜,85,12.19,4.55,1.50
绿豆芽炒韭菜,54,3.80,3.1,2.23
包心菜刀豆汤,14,2.34,0.38,0.88
菠菜拌肉丝,127,5.73,7.21,10.23
玻璃肉球,511,48.01,35.0,1.15
干焖对虾,109,4.53,3.21,15.52
香炸肉排,359,15.45,27.91,11.48
