rank,en,zh
18455,two-lane,
18456,papa,"[pә'pɑ:]
n.
爸爸"
18457,dotted,"['dɔtid]
adj.
有点的, 星罗棋布的"
18458,reincarnation,"[ri:inkɑ:'neiʃ(ә)n]
n.
再投胎, 化身, 再生"
18459,feared,
18460,sicken,"['sikn]
vt.
使患病, 使嫌恶, 使恶心或昏晕
vi.
得病, 变厌腻"
18461,sit-up,"n.
仰卧起坐"
18462,turquoise,"['tә:kwɑ:z, -kwɔiz]
n.
[矿]绿宝石, 绿松石色, 青绿色
adj.
绿松色的"
18463,talkative,"['tɔ:kәtiv]
adj.
多话的, 爱说话的, 多嘴的"
18464,peppercorn,"['pepәkɔ:n]
n.
胡椒子, 空有其名的地租"
18465,great-grandmother,"[ˏgreit'grændˏmʌðә(r)]
n.
曾祖母"
18466,hardness,"['hɑ:dnis]
n.
硬, 硬度, 艰难, 难度"
18467,digitize,"['didʒitaiz]
v.
[计]将资料数字化"
18468,to-do,"[tә'du:, tu'du:]
n.
嚷闹, 骚乱"
18469,inexorable,"[in'eksәrәbl]
adj.
无情的"
18470,cola,"['kәulә]
n.
可乐树(其子含咖啡碱), 可乐类饮料"
18471,gist,"[dʒist]
n.
要点, 要旨, 依据, [法律]诉讼主因"
18472,blended,(酒等)数种混合的
18473,prick,"[prik]
vt.
刺, 戳, 刺痛, 竖起
vi.
刺, 竖起
n.
扎, 一刺, 刺痛, 锥, 阴茎
adj.
竖起的"
18474,friendliness,"n.
友谊, 友善, 亲切, 亲密"
18475,single-minded,诚实
18476,john,厕所
18477,plain,"[plein]
n.
平原, 草原
adj.
简单的, 明白的, 平常的, 清晰的, 普通的, 朴素的
adv.
清楚地
n.
[计] 无格式"
18478,dowry,"['dauәri]
n.
嫁妆, 天资"
18479,light-hearted,"adj.
轻松的, 无忧无虑的"
18480,secede,"[si'si:d]
vi.
正式脱离或退出, 分离"
18481,valor,"['vælә]
n.
英勇, 勇猛"
18482,scheme,"[ski:m]
n.
安排, 配置, 计划, 阴谋, 方案, 图解, 摘要
v.
计划, 设计, 图谋, 策划"
18483,ferment,"['fә:mәnt]
n.
酵素, 发酵, 动乱
v.
(使)发酵, (使)激动, (使)动乱"
18484,distinctively,"adv.
区别地, 特殊地"
18485,bluish,"['blu:iʃ]
adj.
带蓝色的"
18486,sectional,"['sekʃәnәl]
adj.
可组合的"
18487,foodstuff,"['fu:dstʌf]
n.
食品, 粮食"
18488,delusional,"
妄想的"
18489,sup,"[sʌp]
n.
一口
vt.
吸, 进晚餐, 体验
vi.
吃晚饭, 啜饮"
18490,habitually,"[hә'bitjuәli]
adv.
习惯地"
18491,enchantment,"[in'tʃɑ:ntmәnt,en-]
n.
迷惑, 着迷, 魔法, 妖术, 魅力"
18492,stopper,"['stɔpә]
n.
塞子, 制动器, 阻塞物, 制止者
v.
塞住"
18493,mason,"['meisn]
n.
泥瓦匠
vt.
用砖瓦砌成"
18494,flint,"[flint]
n.
打火石, 极硬的东西, 燧石"
18495,antagonize,"[æn'tægәnaiz]
vt.
敌对, 对抗"
18496,shoplifting,"['ʃɔpˏliftiŋ]
n.
入店行窃"
18497,fine-tuning,
18498,peeling,"['pi:liŋ]
n.
剥皮, 剥下的皮"
18499,nuke,"[nju:k]
n.
核武器, 核能发电厂, 核潜艇
vt.
以核武器攻击
v.
以核子武器攻击, 以核武器摧毁"
18500,breech,"[bri:tʃ]
n.
臀部"
18501,voluptuous,"[vә'lʌptuәs]
adj.
艳丽的, 奢侈逸乐的"
18502,premonition,"[ˏpri:mә'niʃәn]
n.
前兆"
18503,rolled,"[rәuld]
adj.
包金箔的"
18504,forerunner,"['fɔ:ˏrʌnә]
n.
先驱(者), 传令官, 预兆"
18505,deep-seated,"adj.
根深蒂固的, 深层的"
18506,e-mailed,
18507,interlocking,"[ˏintә(:)'lɔkiŋ]
adj.
联锁的"
18508,snugly,"['snʌgli]
adv.
舒适温暖地, 整洁地, 尚可的, 贴身地, 隐蔽地"
18509,trot,"[trɔt]
v.
(使)小跑, (使)快步走, 骑马小跑, 疾走
n.
小跑, 骑马, 疾走, 忙碌"
18510,chipped,"adj.
有缺口的, 用碎片组成的"
18511,counterbalance,"[ˏkauntә'bælәns]
vt.
使平均, 使平衡, 弥补
n.
平衡量, 平衡力, 势均力敌"
18512,self-made,"['self'meid]
adj.
自造的, 自力更生的, 独力奋斗的"
18513,tasteless,"['teistlis]
adj.
没味道的, 无鉴赏力的"
18514,mermaid,"['mә:meid]
n.
(传说中的)美人鱼, <美>女子游泳健将"
18515,underfunded,"adj.
资金不足的"
18516,auctioneer,"[ˏɔ:kʃә'niә]
n.
拍卖人
vt.
拍卖"
18517,clink,"[kliŋk]
n.
丁当声
v.
(使)发丁当声"
18518,equalize,"['i:kwәlaiz]
vt.
使相等, 补偿"
18519,stunningly,
18520,achiever,"әˊtʃiːvә
有成就的人"
18521,disdain,"[dis'dein]
n.
轻蔑, 以高傲的态度对待
vt.
蔑视, 鄙弃"
18522,foolishly,"adv.
愚笨地, 无聊地"
18523,outreach,"[aut'ri:tʃ]
v.
到达顶端, 超越"
18524,feathery,"['feðәri]
adj.
生有羽毛的, 柔软如羽毛的"
18525,celibate,"['selibit]
n.
独身者, 独身主义者
adj.
独身的, 未婚的, 禁欲的"
18526,catalytic,"[ˏkætә'litik]
adj.
接触反应的"
18527,trinket,"['triŋkit]
n.
小装饰品, 琐物,无关紧要的小事
vi.
密谋"
18528,eulogy,"['ju:lәdʒi]
n.
赞词, 颂词, 歌功颂德的话"
18529,cul-de-sac,"[ˏkuldә'sæk]
n.
死胡同"
18530,ensconced,
18531,overgrow,"['әuvә'grәu]
vt.
长满, 长得超过
vi.
长满, 长得过大"
18532,candlestick,"['kænd(ә)lstik]
n.
烛台, 蜡烛架"
18533,irk,"[ә:k]
vt.
使厌倦, 使苦恼"
18534,homily,"['hɔmili]
n.
[宗]（尤指讲解《圣经》的）布道, （冗长乏味的）说教"
18535,irrevocably,"adv.
不能取消地, 不能撤回地"
18536,familiarize,"[fә'miljәraiz]
v.
熟悉"
18537,face-lift,"v.
翻新门面, 作整形手术"
18538,uncomplicated,"['ʌn'kɔmplikeitid]
adj.
简单的，不复杂的"
18539,whence,"[(h)wens]
n.
来处, 根源
adv.
从何处, 从哪里
conj.
拒此
pron.
何处"
18540,semantics,"[si'mæntiks]
n.
[语]语义学"
18541,conceit,"[kәn'si:t]
n.
原义：想法, 意见, 自负, 幻想, 狂妄"
18542,lynch,"[lintʃ]
n.
私刑, 诽谤
vt.
处以私刑, 诽谤, 中伤"
18543,conservatively,"adv.
保存地, 适当地"
18544,antipathy,"[æn'tipәθi]
n.
憎恶, 反感"
18545,notepad,"n.
记事本"
18546,gratify,"['grætifai]
vt.
使满足"
18547,rustle,"['rʌs(ә)l]
n.
沙沙声, 飒飒声
vi.
发出沙沙声, 奋力工作, 急速移动
vt.
使沙沙响"
18548,saltwater,"['sɔ:ltˏwɔ:tә(r),-ˏwɔ-]
adj.
盐水的, 海产的"
18549,downed,"
pp. 击落"
18550,swoon,"[swu:n]
vi.
昏晕, 惊讶, 酣睡
n.
狂喜, 陶醉"
18551,climax,"['klaimæks]
n.
高潮, 顶点"
18552,scratching,"
刮痕"
18553,fab,"[fæb]
adj.
<俚>惊人的, 难以置信的"
18554,antithetical,"[ˏænti'θetikәl]
adj.
正相反的, 对立的"
18555,underpants,"['ʌndәpænts]
内衣裤"
18556,phantom,"['fæntәm]
n.
幻影"
18557,three-week,
18558,prepaid,"['pri:'peid]
adj.
先付的, 已支付的"
18559,mildew,"['mildju:]
n.
霉, 霉菌, (植物的)霉病
vi.
发霉, 生霉
vt.
使发霉"
18560,unpredictability,"
不可预测性; 不可预知性"
18561,air-conditioning,"n.
空调，空调系统
空调机"
18562,planetarium,"[plæni'teәriәm]
n.
行星仪, 天文馆"
18563,vend,"[vend]
v.
出售, 贩卖, 公开发表"
18564,silken,"['silkәn]
adj.
柔软光滑的"
18565,kickback,"['kikbæk]
n.
<口>(突然产生的)强烈反应, 不良后果, 回扣, 酬金, 退回赃物"
18566,neurotransmitter,"[ˏnjuәrәtræns'mitә]
n.
[生化]神经传递素"
18567,mystify,"['mistifai]
v.
迷惑"
18568,mega,"['megә]
n.
百万, 大"
18569,exponential,"[ˏekspәu'nenʃәl]
n.
指数, 倡导者, 演奏者, 例子, [数]指数
adj.
指数的, 幂数的"
18570,duplicate,"['dju:plikeit]
adj.
复制的, 副的, 两重的, 两倍的, 完全相同
n.
复制品, 副本
vt.
复写, 复制, 使加倍, 使成双"
18571,meditative,"['meditәtiv]
adj.
沉思的, 爱思考的, 冥想的"
18572,titan,
18573,fifth-grade,
18574,tree-lined,
18575,hypothermia,"[ˏhaipәu'θә:miә]
n.
降低体温"
18576,mafia,"['mɑ:fiә]
n.
黑手党"
18577,diced,
18578,pistachio,"[pis'tɑ:ʃiәu]
n.
[植]阿月浑子树, 阿月浑子果实, 淡黄绿色"
18579,satisfactorily,"[sætis'fæktәrili]
adv.
满意地"
18580,beholder,"[bi'hәuldә(r)]
n.
目睹者, 旁观者"
18581,waddle,"['wɔdl]
蹒跚而行"
18582,bountiful,"['bauntiful]
adj.
慷慨的, 宽大的"
18583,gilt,"[gilt]
n.
镀金, 表面装饰, 小母猪
adj.
镀金的
vbl.
gild的过去式和过去分词"
18584,self-expression,"['selfiks'preʃәn]
n.
自我表现"
18585,amplification,"[ˏæmplifi'keiʃәn]
n.
扩大"
18586,trawl,"[trɔ:l]
n.
[渔] 拖网
v.
用拖网捕鱼"
18587,whistle-blower,
18588,riser,"['raizә]
n.
起床者, 起义者, 叛乱者"
18589,whizz,"[hwiz]
n.
子弹等在空中掠过的声音, 精明的人, 专家
v.
(使)飕飕作声"
18590,uptight,"['ʌp'tait]
adj.
经济情况不妙的, 拮据的, 紧张的, 心情焦躁的, 极端保守的"
18591,assist,"[ә'sist]
v.
援助, 帮助"
18592,macro,"['mækrәu]
n.
[计]宏
adj.
巨大的, 大量使用的"
18593,insular,"['insjulә]
adj.
海岛的, 岛民的, 岛特有的, 孤立的, 超然物外的"
18594,questioner,"n.
质问者, 发问者"
18595,syndicate,"['sindikit]
n.
企业联合, [经]辛迪加, 财团
v.
联合成辛迪加"
18596,magnetism,"['mægnitizәm]
n.
磁, 磁力, 吸引力, 磁学"
18597,quotient,"['kwәuʃәnt]
n.
商, 份额"
18598,airstrip,"['eәstrip]
n.
飞机跑道"
18599,input,"['input]
n.
输入
v.
输入"
18600,coal-fired,"adj.
烧煤的"
18601,belated,"[bi'leitid]
adj.
误期的, 迟来的"
18602,socialite,"['sәuʃәlait]
n.
社交名流"
18603,Czech,"[tʃek]
n.
捷克人[语]
adj.
捷克斯洛伐克的, 捷克斯洛伐克人[语]的"
18604,Yiddish,"['jidiʃ]
n.
意第绪语,依地语(犹太人使用的国际语)
adj.
意第绪语的,依地语,<俚>犹太人的"
18605,hatchet,"['hætʃit]
n.
短柄斧"
18606,chairmanship,"['tʃeәmәnʃip]
n.
主席的身份或资格"
18607,steadfastly,"adv.
踏实地, 不变地"
18608,ascension,"[ә'senʃәn]
n.
上升, [基督教]耶稣升天"
18609,supermodel,
18610,amply,"['æmpli]
adv.
充足地, 详细地"
18611,heart-shaped,"['hɑ:t-ʃeipt]
adj.
心形的"
18612,drizzle,"['drizl]
n.
细雨
v.
下毛毛雨"
18613,interrelationship,"相互关系[联系, 影响], 干扰"
18614,darkroom,"['dɑ:krum]
n.
(冲洗底片的)暗室, 暗房"
18615,readjust,"[ri:ә'dʒʌst]
vt.
重新调整, 再调整"
18616,schooner,"['sku:nә]
n.
纵帆船, 大酒杯"
18617,grime,"[graim]
n.
尘垢, 污点, 煤尘
vt.
使污秽, 污浊"
18618,halting,"['hɔ:ltiŋ]
adj.
跛的, 犹豫的, 蹒跚的"
18619,overlay,"[ˏәuvә'lei]
n.
覆盖, 覆盖图"
18620,infertile,"[in'fә:tail]
adj.
不肥沃的, 贫瘠的, 不毛的, 不结果实的"
18621,sequester,"[si'kwestә]
adv.
幽静的, 隐蔽的vt.使隐退, 使隔绝, 扣押, 没收"
18622,coronation,"[kɔrә'neiʃ(ә)n; (US) kɔ:rә'neʃ(ә)n]
n.
加冕礼"
18623,cyanide,"['saiәnaid]
n.
[化]氰化物"
18624,cauldron,"['kɔ:ldrәn]
n.
(=caldron)大锅炉"
18625,sought-after,"adj.
很吃香的；广受欢迎的"
18626,nose,"[nәuz]
n.
鼻, (飞机、船等的)前端
v.
侦察出"
18627,radiologist,"[ˏreidi'ɔlәdʒist]
n.
放射线学者"
18628,cruelly,"['kruәli]
adv.
残忍地, 残酷地"
18629,showy,"['ʃәui]
adj.
浮华的, (过分)艳丽的, 炫耀的, 卖弄的"
18630,entrance,"[in'trɑ:ns]
n.
入口, 门口, 进入"
18631,third-largest,
18632,prohibitive,"[prә'hibitiv, prәu-]
adj.
禁止的, 抑制的"
18633,infidel,"['infidәl]
adj.
不信宗教的, 异端的
n.
无信仰者, 异教徒, 异端"
18634,harem,"['hєәrem]
n.
（伊斯兰教教徒之）闺房, 闺房里的妻妾群, 为一个雄性动物所控制的许多雌性动物"
18635,sac,"[sæk]
n.
〈生〉囊；液囊"
18636,blown,"['blәun]
vbl.
blow的过去分词
adj.
吹制的, 喘气的, 开花的"
18637,nuzzle,"['nʌzl]
v.
将鼻插入, 用鼻掘, 用鼻爱抚"
18638,obsessively,"
ad. 妄想地;执念地"
18639,homesick,"['hәumsik]
adj.
思家的, 思乡病的"
18640,snub,"[snʌb]
n.
故意怠慢, 斥责
v.
故意怠慢, 责骂, 压熄(香烟等), 冷落慢待"
18641,acumen,"[ә'kju:mәn]
n.
敏锐, 聪明"
18642,reprehensible,"[ˏrepri'hensәbl]
adj.
应斥责的, 应该谴责的"
18643,sarcastically,"adv.
讽刺地, 辛辣地"
18644,moor,"[muә]
n.
沼地, 荒野
v.
停泊, 固定, 系住"
18645,photosynthesis,"[ˏfәutәu'sinθәsis]
n.
光合作用"
18646,bleached,
18647,beehive,"['bi:haiv]
n.
蜂窝, 蜂箱"
18648,stereotyped,"['steriәutaipt]
adj.
用铅版印刷的, 套用老调的"
18649,yellowed,
18650,gloat,"[glәut]
v.
心满意足"
18651,fizzle,"['fizl]
n.
嘶嘶声, 微弱地结束，失败
vi.
发嘶嘶声, 失败"
18652,tumult,"['tju:mʌlt]
n.
吵闹, 骚动, 拥挤, 混乱"
18653,currant,"['kʌrәnt]
n.
(无核)葡萄干, [植]黑醋栗"
18654,apolitical,"[ˏæpә'litikәl]
adj.
不关心政治的"
18655,scroll,"[skrәul]
n.
卷轴, 卷形物, 名册
v.
(使)成卷形"
18656,bound,"[baund]
n.
跃进, 跳, 范围, 限度
adj.
正要启程的, 开往...去的, 被束缚的, 装订的
v.
跳跃, 限制"
18657,botch,"[bɔtʃ]
v.
修补"
18658,overeat,"['әuvә'i:t]
vt.
使吃过量
vi.
吃得过多"
18659,legging,"['legiŋ]
n.
(通常用复数)绑腿、裹腿、护胫"
18660,emphysema,"[ˏemfi'si:mә]
n.
气肿, 肺气肿"
18661,midget,"['midʒit]
n.
侏儒
adj.
小型的"
18662,habitation,"[ˏhæbi'teiʃәn]
n.
居住, 生活环境, 住所"
18663,weightless,"['weitlis]
adj.
无重量的, 无重力的"
18664,credo,"['kri:dәu]
n.
[宗]信条, 任何信条"
18665,gentleness,"n.
温顺, 亲切, 柔和"
18666,magenta,"[mә'dʒentә]
n.
红紫色, 洋红"
18667,molded,"
模塑的"
18668,excision,"[ek'siʒәn]
n.
切除, 删除, [医]切除(术), [宗]逐出教会"
18669,pathos,"['peiθɔs]
n.
痛苦, 感伤, 悲怅, 哀婉"
18670,Aztec,"['æztek]
n.
阿芝台克人, 阿芝台克语
adj.
阿芝台克人的"
18671,custodial,"[kʌ'stәudjәl]
adj.
保管的, 保管人的
n.
[宗]圣物保管容器"
18672,loon,"[lu:n]
n.
懒人, 笨蛋, [动物]潜鸟"
18673,cauliflower,"['kɔ:liflauә]
n.
[植]花椰菜"
18674,mucus,"['mju:kә s]
n.
粘液, 胶"
18675,gray-haired,
18676,piss,"[pis]
vi.
小便
vt.
撒尿弄湿
n.
小便"
18677,shutout,"['ʃʌtaut]
n.
关厂, 关店, 停业, 被关在外面的人, 使对方无法得分的比赛"
18678,narcissistic,"[ˏnɑ:si'sistik]
adj.
自恋的,自我陶醉的"
18679,hysterically,"adv.
歇斯底里地"
18680,amphibious,"[æm'fibiәs]
adj.
两栖的"
18681,uncharacteristically,
18682,repaint,"[ri:'peint]
v.
重漆, 重画
v.
重新绘制"
18683,neurosurgeon,"[ˏnjuәrәu'sә:dʒәn]
n.
神经外科医生"
18684,salamander,"['sælәmændә]
n.
[动]火蜥蜴, 火怪, 耐火的人"
18685,trickster,"['trikstә]
n.
骗子, 魔术师"
18686,dashing,"['dæʃiŋ]
adj.
活跃的, 浮华的"
18687,cannibal,"['kænibәl]
n.
食人者, 吃同类的动物"
18688,biochemistry,"['baiәu'kemistri]
n.
生物化学"
18689,nettle,"['netl]
n.
荨麻"
18690,ten-year,
18691,tuber,"['tju:bә]
n.
[植]块茎, 突起, [解]结节"
18692,coveralls,"
连衣工作服"
18693,furtive,"['fә:tiv]
adj.
偷偷摸摸的, 鬼鬼祟祟的, 秘密的, 私下的, 隐密的"
18694,democratize,"[di'mɔkrәtaiz]
v.
(使)民主化"
18695,hem,"[hem, hm, mm]
n.
边, 缘, 摺边
v.
给...缝边, 包围"
18696,swig,"[swig]
n.
痛饮, 大喝(尤指从瓶口喝的)
v.
满满一口喝下, 牛饮, 大喝特喝"
18697,atlas,"['ætlәs]
n.
地图, 地图集"
18698,rollover,"['rәulˏәuvә]
n.
〈经〉转滚法(用旧债券购买新债券)"
18699,alum,"[ә'lʌm]
n.
明矾, 矾"
18700,upturned,"['ʌp'tә:nd]
adj.
朝上的, 翻过来的"
18701,retrofit,"['retrәˏfit]
n.
式样翻新, 花样翻新"
18702,urging,
18703,one-dimensional,
18704,feel-good,
18705,heartless,"['hɑ:tlis]
adj.
无情的, 无勇气的"
18706,romanticize,"[rә'mæntisaiz]
vi.
浪漫化, 传奇化
vt.
使浪漫化, 使传奇化"
18707,swab,"[swɔb]
n.
拖把, 药签
vt.
拭抹, 擦洗"
18708,deadlock,"['dedlɔk]
n.
死锁, 僵局"
18709,low-tech,
18710,vacationer,"[vә'keiʃɚnә(r),vei-]
n.
度假者, 休假者"
18711,aimlessly,"adv.
漫无目的地, 没目标地"
18712,ravioli,"[rɑvi'әuli]
n.
馄饨"
18713,paving,"['peiviŋ]
n.
块石面路"
18714,measles,"['mi:zlz]
n.
[医]麻疹, 风疹, 包虫病, 痧子"
18715,cougar,"['ku:gә]
n.
[动]美洲狮(尤指Felis concolor)"
18716,introspection,"[ˏintrәu'spekʃәn]
n.
内省, 反省, 自省"
18717,stained-glass,
18718,beater,"['bi:tә]
n.
搅拌器"
18719,blissful,"['blisful]
adj.
有福的"
18720,lumbering,"['lʌmbәriŋ]
n.
木材业
adj.
笨拙的, 动作迟缓的"
18721,off-duty,"['ɔf'dju:ti,'ɔ:-]
adj.
不当班的, 下班的"
18722,undervalue,"[ˏʌndә'vælju:]
v.
低估"
18723,pre-columbian,"
a. 哥伦布发现美洲大陆以前的"
18724,worn-out,"[wɔ:n-'aut]
adj.
不能再用(或穿)的, 磨破的, 穿旧的"
18725,outscore,"[aut'skɔ:]
vt.
得分超过"
18726,intoxicating,"[in'tɔksikeitiŋ]
adj.
醉人的,使人兴奋的"
18727,decadence,"['dekәdәns]
n.
颓废"
18728,indigo,"['indigәu]
n.
靛, 靛青"
18729,momma,"n.
妈妈"
18730,leper,"['lepә]
n.
麻疯病患者, 受蔑视的人"
18731,subprime,
18732,antiseptic,"[ˏænti'septik]
adj.
防腐的, 杀菌的, 消过毒的
n.
防腐剂, 杀菌剂"
18733,ricochet,"['rikәʃet, -ʃeit]
n.
跳飞, 跳弹
v.
(使)跳飞"
18734,all-star,"['ɔ:lstɑ:(r)]
adj.
由明星运动员(或演员)组成的"
18735,veracity,"[vә'ræsiti]
n.
说真实话, 老实, 诚实, (感觉, 衡量等)准确性, 精确性"
18736,bequest,"[bi'kwest]
n.
遗产, 遗赠"
18737,occupying,
18738,cyclone,"['saiklәun]
n.
旋风, 飓风, 暴风, 龙卷风, [气]气旋"
18739,yuppie,-ies 雅皮士 (young urban professional)
18740,six-day,
18741,rebut,"[ri'bʌt]
v.
反驳"
18742,karma,"['kɑ:mә]
n.
因缘, 因果报应"
18743,impurity,"[im'pjuәriti]
n.
杂质, 混杂物, 不洁, 不纯"
18744,nick,"[nik]
n.
刻痕, 缺口
vt.
刻痕于, 挑毛病
vi.
阻击"
18745,vandal,"n.
野蛮人； 摧残文化艺术者；故意破坏者"
18746,sweating,"['swetiŋ]
发汗"
18747,groupie,"n.
流行乐队迷，想与流行乐队成员发生性关系的少女"
18748,infighting,"['infaitiŋ]
n.
接近战, 混战, 暗斗"
18749,steeple,"['sti:pl]
n.
尖塔"
18750,summation,"[sʌ'meiʃәn]
n.
[数]总和, 和, 合计"
18751,intoxication,"[inˏtɔksi'keiʃәn]
n.
陶醉"
18752,child-rearing,
18753,smock,"[smɔk]
n.
工作服"
18754,oppressor,"[ә'presә(r)]
n.
压迫者"
18755,tiresome,"['taiәsәm]
adj.
无聊的, 烦人的"
18756,demographer,"[di:'mɔgrәfә(r)]
n.
人口统计学家"
18757,rhododendron,"[rәudә'dendrәn]
n.
[植]北美杜鹃, 杜鹃花"
18758,co-found,"
v. 共同创立"
18759,riparian,"[rai'pєәriәn]
adj.
河边的, 水滨的
n.
河岸拥有人"
18760,schism,"['sizәm]
n.
(政治组织等的)分裂, 教派"
18761,preoperative,"['pri:'ɔpәrәtiv]
adj.
外科手术前的"
18762,sentimentality,"[ˏsentimen'tæliti]
n.
多愁善感, 感伤癖"
18763,far-off,"['fɑ:r'ɔf]
adj.
遥远的, 久隔的"
18764,lithe,"[laið]
adj.
(指人、身体)柔软的, 易弯的"
18765,tarragon,"['tærәgәn]
n.
[植]龙嵩, 龙嵩叶"
18766,refrigerated,"冷冻的
冷却的"
18767,accede,"[æk'si:d]
v.
同意, 加入, 同意"
18768,carry-on,"n.
手提行李
adj.
手提的"
18769,scorecard,"n.
记分卡"
18770,sizeable,"['saizәbl]
adj.
相当大的, 大的"
18771,low-lying,"adj.
低的, 低地的"
18772,filet,"[fi'lei, 'fi:lei]
n.
肉片, 鱼片"
18773,submissive,"[sәb'misiv]
adj.
顺从的"
18774,salmonella,"[sælmә'nelә]
n.
沙门氏菌"
18775,aggregate,"['ægrigeit]
n.
合计, 总计, 集合体
adj.
合计的, 集合的, 聚合的
v.
聚集, 集合, 合计"
18776,equivalence,"[i'kwivәlәns]
n.
同等, [化]等价, 等值"
18777,boat,"[bәut]
n.
小船, 艇
v.
划船"
18778,tomography,"[tә'mɔgrәfi]
n.
[医]X线断层摄影术"
18779,unraveled,
18780,forty-one,
18781,trimester,"[trai'mestә]
n.
三个月, 学期"
18782,radon,"['reidɔn]
n.
[化]氡"
18783,indistinct,"[ˏindis'tiŋkt]
adj.
不清楚的, 模糊的, 朦胧的"
18784,cinch,"[sintʃ]
n.
(束马鞍用的)肚带, <俗>紧握, <俚>容易做的, 有把握的事情
vt.
系肚带, 紧握住, 抓牢"
18785,upriver,"['ʌp'rivә]
adj.
上游的, 向水源的
adv.
在上游, 向上游, 从上游"
18786,loot,"[lu:t]
v.
掠夺, 抢劫, 劫掠
n.
掠夺物, 战利品, 抢劫"
18787,brief,"[bri:f]
n.
摘要, 大纲
adj.
简短的, 短暂的
vt.
摘要, (军事)下达简令"
18788,heh,"[hei]
[表示惊异、质问]嗨!"
18789,snare,"[snєә]
n.
陷井
v.
诱捕"
18790,recliner,"[ri'klainә(r)]
n.
斜躺者, 可躺式椅"
18791,bob,"[bɔb]
v.
上下或来回的动, 剪短(头发)
n.
振动, 短发, 振子锤"
18792,ripped,"[ript]
adj.
<美俚>喝醉的
受毒品麻醉的"
18793,pliers,"['plaiәz]
n.
钳子, 老虎钳"
18794,not-for-profit,
18795,sully,"['sʌli]
v.
玷污"
18796,frothy,"['frɔθi]
adj.
起泡的, 多泡的, 空洞的"
18797,criminality,"[ˏkrimi'nælәti]
n.
有罪, 犯罪, 犯罪行为"
18798,prospector,"[prɔ'spektә(r)]
n.
探勘者, 采矿者"
18799,recollect,"[ˏrekә'lekt]
v.
回忆, 想起, 记起, 忆起, 记得"
18800,statistician,"[ˏstætis'tiʃ(ә)n]
n.
统计员, 统计学家"
18801,tuning,"['tju:niŋ]
n.
调谐, 调整, 调音"
18802,anvil,"['ænvil]
n.
[解]砧骨"
18803,ahh,
18804,connectedness,连通性
18805,air-conditioning,"n.
空调，空调系统
空调机"
18806,particularity,"[pәˏtikju'læriti]
n.
特性"
18807,tribesman,"['traibzmәn]
n.
部落男子"
18808,electrically,"[i'lektrikәli]
adv.
电力地, 有关电地"
18809,headband,"['hedbænd]
n.
头巾, 头饰带"
18810,declared,"[di'klєәd]
adj.
公告的, 公然的"
18811,idealist,"[ai'diәlist]
n.
理想主义者
adj.
唯心主义的"
18812,clumsily,"adv.
笨拙地, 粗陋地, 不漂亮地"
18813,mannerism,"['mænәrizәm]
n.
(言语、写作中的)特殊习惯, 怪癖"
18814,intelligentsia,"[inteli'dʒentsiә]
n.
知识分子(集合称), 知识阶层, 知识界"
18815,qualitatively,"adv.
质量上"
18816,churn,"[tʃә:n]
n.
搅乳器
v.
搅拌, 搅动"
18817,whistling,"['(h)wisliŋ]
吹笛, 吹口哨
啸声"
18818,drooping,"['dru:piŋ]
adj.
下垂的,无力的"
18819,rifle,"['raifl]
n.
来复枪, 步枪, 来复线, 膛线
vt.
用步枪射击, 抢夺
vi.
掠夺"
18820,libido,"[li'baidәu]
n.
性欲, 性的冲动, 生命力"
18821,inoculate,"[i'nɔkjuleit]
vt.
接种, 嫁接"
18822,meaningfully,
18823,dioxin,"[dai'ɔksin]
n.
[化]二氧(杂)芑"
18824,innkeeper,"['inki:pә(r)]
n.
旅馆主人"
18825,anachronism,"[ә'nækrәnizm]
n.
时代错误"
18826,blank,"[blæŋk]
adj.
空白的, 空着的, 失色的, 没有表情的
n.
空白, <美> 表格"
18827,uptake,"['ʌpteik]
n.
举起"
18828,bridesmaid,"['braidzmeid]
n.
女傧相"
18829,Spanish-language,
18830,labeling,"
标签费; 标贴; 标志"
18831,tumbling,"['tʌmbliŋ]
n.
摔跤, 翻跟头, 翻筋斗
adj.
歪斜状的"
18832,authorial,"[ɔ:'θɔ:riәl]
adj.
著者的"
18833,Alamo,
18834,proximal,"['prɔksimәl]
adj.
最接近的"
18835,psychosis,"[sai'kәusis]
n.
精神"
18836,chisel,"['tʃizl]
n.
凿子
v.
砍凿"
18837,scrunch,"[skrʌntʃ]
vt.
碾碎, 使弯曲
vi.
嘎吱嘎吱地作响, 蜷缩
n.
嘎吱嘎吱的响声"
18838,unsettled,"['ʌn'setld]
adj.
未处理的, 未决定的"
18839,cost-benefit,"['kɔst'benifit]
adj.
成本效益(分析)的"
18840,sixteenth-century,
18841,crumbled,
18842,chalkboard,"['tʃɔ:kbɔ:d]
n.
黑板"
18843,pillowcase,"['pilәukeis]
n.
枕头套"
18844,seamstress,"['semstris]
n.
女裁缝师, 做针线工的"
18845,creak,"[kri:k]
n.
吱吱响声
v.
吱吱作响"
18846,sniff,"[snif]
v.
用力吸, 嗅, 闻到, 发觉, 轻视, 用力吸气
n.
吸, 闻, 吸气声, 嗤之以鼻"
18847,floodwaters,
18848,commercialize,"[kә'mә:ʃәlaiz]
v.
使商业化, 使商品化"
18849,mass-produced,"adj.
大量生产的"
18850,pancreatic,"[ˏpæŋkri'ætik]
adj.
胰腺的"
